what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1389473591246
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1389473591246
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1389473591246
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1389473591246
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1389473591246
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1389473591246
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1389473591246
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1389473591246
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1389473591246
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1389473591246
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1389473591246
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1389473591246
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.100.I20120427-0800,"org.eclipse.equinox.weaving.aspectj",1389473591246
started,bundle,org.scala-ide.sdt.aspects,3.0.0.v-2_09-201303191340-dac2f1c,"org.scala-ide.sdt.aspects",1389473591246
started,bundle,org.scala-ide.sdt.core,3.0.0.v-2_09-201303191340-dac2f1c,"org.scala-ide.sdt.core",1389473591246
started,bundle,org.scala-ide.sdt.debug,3.0.0.v-2_09-201303191340-dac2f1c,"org.scala-ide.sdt.debug",1389473591246
os,sysinfo,,,"linux",1389473591249
arch,sysinfo,,,"x86_64",1389473591249
ws,sysinfo,,,"gtk",1389473591249
locale,sysinfo,,,"en_US",1389473591249
processors,sysinfo,,,"2",1389473591249
java.runtime.name,sysinfo,,,"OpenJDK Runtime Environment",1389473591249
java.runtime.version,sysinfo,,,"1.7.0_25-b30",1389473591249
java.specification.name,sysinfo,,,"Java Platform API Specification",1389473591249
java.specification.vendor,sysinfo,,,"Oracle Corporation",1389473591249
java.specification.version,sysinfo,,,"1.7",1389473591249
java.vendor,sysinfo,,,"Oracle Corporation",1389473591249
java.version,sysinfo,,,"1.7.0_25",1389473591249
java.vm.info,sysinfo,,,"mixed mode",1389473591249
java.vm.name,sysinfo,,,"OpenJDK 64-Bit Server VM",1389473591249
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1389473591249
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1389473591249
java.vm.specification.version,sysinfo,,,"1.7",1389473591249
java.vm.vendor,sysinfo,,,"Oracle Corporation",1389473591249
java.vm.version,sysinfo,,,"23.7-b01",1389473591249
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1389473593029
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389473594153
activated,editor,org.scala-ide.sdt.core,3.0.0.v-2_09-201303191340-dac2f1c,"scala.tools.eclipse.ScalaSourceFileEditor",1389473615148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473620491
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473661141
started,bundle,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet",1389473662277
opened,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389473662402
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389473662448
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473697890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473704136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473714674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473715620
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473716875
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473738735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389473742172
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1389473749061
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389473767900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389473774986
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1389473797749
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389473806056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473814171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389473821643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389473825806
opened,editor,org.scala-ide.sdt.core,3.0.0.v-2_09-201303191340-dac2f1c,"scala.tools.eclipse.ScalaSourceFileEditor",1389473835279
activated,editor,org.scala-ide.sdt.core,3.0.0.v-2_09-201303191340-dac2f1c,"scala.tools.eclipse.ScalaSourceFileEditor",1389473835343
activated,editor,org.scala-ide.sdt.core,3.0.0.v-2_09-201303191340-dac2f1c,"scala.tools.eclipse.ScalaSourceFileEditor",1389473836730
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1389473839038
