what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308503209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308548999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308560235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308564590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308582408
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308585871
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308613200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308616851
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308620452
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308624621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308628426
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308631812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308644156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308658067
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308680212
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308682495
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308696422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308698527
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308701832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308704767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389308713624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308776613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308886676
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389308891410
opened,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308892866
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308892893
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389308892915
opened,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308908030
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308908054
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389308908075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308930467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389308990095
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308993012
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308993036
closed,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308993039
activated,editor,org.scalaide.worksheet,0.1.4.v-2_09-201303191346-7284c56,"org.scalaide.worksheet.editors.ScriptEditor",1389308994176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309034272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309036255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309045040
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309047208
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309055455
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309058432
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309095694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389309100888
